Region,Crop,Date,Rainfall_mm,Temperature_C,Soil_moisture_pct,NDVI,LST_C,Yield_kg_ha,Area_cultivated_ha,Market_price_Birr_kg,Supply_tons,Demand_index,Season
Oromia,Barley,2015-10-08,6.2,20.4,42.2,0.27,28.0,4305.2,49.58,73.96,4330.5,0.8,Meher
SNNPR,Barley,2022-07-03,39.5,19.1,31.1,0.781,36.1,2381.6,8.38,51.75,808.3,1.45,Meher
SNNPR,Wheat,2016-04-28,170.8,28.2,27.1,0.638,25.6,2311.2,76.92,89.45,1039.8,1.95,Belg
Somali,Sesame,2019-11-18,42.6,25.0,17.5,0.556,31.5,835.4,11.03,34.3,2112.0,1.19,Bega
Somali,Teff,2016-10-11,117.1,28.0,31.4,0.595,26.4,1126.0,22.01,50.91,3583.0,0.86,Meher
Benishangul-Gumuz,Sorghum,2017-10-12,56.6,21.4,22.4,0.885,18.4,3376.4,33.22,76.21,2891.6,1.85,Meher
Gambella,Sorghum,2019-04-02,11.4,26.6,17.9,0.322,22.8,1872.4,8.65,22.87,1010.3,0.81,Belg
Tigray,Teff,2020-01-19,32.9,17.2,30.1,0.559,25.6,1998.3,1.5,16.46,1497.8,1.03,Bega
Tigray,Teff,2021-05-02,4.2,29.3,46.8,0.523,32.2,3641.7,32.4,55.68,4408.0,1.72,Belg
Benishangul-Gumuz,Barley,2024-05-12,75.7,26.6,15.4,0.685,29.3,2334.8,52.33,68.41,2790.8,1.87,Belg
Amhara,Coffee,2023-07-09,44.6,23.1,40.6,0.737,25.3,1128.9,65.77,44.55,2785.1,1.69,Meher
SNNPR,Wheat,2017-08-07,211.0,23.6,16.3,0.331,31.8,2957.3,64.48,84.33,3742.3,0.74,Meher
Somali,Sorghum,2016-02-29,123.8,15.4,10.3,0.694,30.4,1320.8,67.03,48.32,3364.9,1.78,Bega
Tigray,Wheat,2017-01-27,82.0,20.9,29.9,0.51,28.7,3486.1,38.1,29.22,3754.0,1.46,Bega
Benishangul-Gumuz,Barley,2018-08-04,58.4,28.2,27.0,0.771,12.7,2623.1,59.41,39.94,2096.9,0.63,Meher
SNNPR,Teff,2021-08-13,110.1,31.3,46.5,0.22,29.4,2914.7,56.49,89.09,3990.5,0.76,Meher
Somali,Coffee,2015-09-09,50.5,27.6,20.8,0.333,31.1,1491.7,25.98,48.23,1220.7,1.36,Meher
Tigray,Maize,2024-11-04,233.6,31.0,28.4,0.35,25.2,3219.1,70.57,40.2,4072.4,0.78,Bega
SNNPR,Coffee,2017-03-17,153.2,32.4,14.4,0.853,30.7,2934.2,51.99,37.66,153.8,1.6,Belg
Tigray,Wheat,2024-09-27,32.0,23.5,33.0,0.662,16.3,2823.1,97.42,40.79,3130.2,0.94,Meher
Amhara,Wheat,2018-07-08,36.4,22.1,37.3,0.38,35.5,2479.1,7.02,72.71,4578.3,1.08,Meher
SNNPR,Sorghum,2021-04-07,80.5,30.7,26.0,0.61,31.7,2095.2,18.95,37.75,2046.7,1.22,Belg
Tigray,Maize,2015-03-05,99.8,27.1,44.1,0.53,25.5,1834.9,5.79,50.71,1715.3,1.33,Belg
Gambella,Maize,2021-03-25,190.4,25.3,42.6,0.414,33.8,2524.9,82.34,29.22,3356.3,1.84,Belg
Oromia,Coffee,2023-10-04,63.1,19.7,25.2,0.718,30.2,2559.8,48.29,13.67,3078.5,1.19,Meher
Gambella,Barley,2015-02-21,402.7,26.0,14.5,0.137,16.7,2394.1,86.4,27.18,1975.6,1.68,Bega
Benishangul-Gumuz,Sesame,2017-12-10,96.8,27.1,37.1,0.382,27.9,1716.8,21.93,61.58,2267.7,1.04,Bega
Somali,Teff,2021-04-08,143.2,26.5,15.4,0.538,31.3,1900.9,58.78,46.36,1780.4,1.13,Belg
Gambella,Sorghum,2020-08-02,98.0,35.4,13.8,0.856,17.3,1322.2,74.56,67.97,2616.7,1.19,Meher
Benishangul-Gumuz,Barley,2017-01-14,122.2,25.6,13.1,0.369,20.5,2854.2,25.26,65.99,4030.2,1.57,Bega
Somali,Barley,2019-08-28,151.2,25.4,29.9,0.554,23.7,2557.2,1.75,44.32,2795.1,1.27,Meher
Amhara,Sorghum,2024-03-06,25.6,27.4,29.6,0.594,23.2,2889.3,44.97,85.89,124.6,0.93,Belg
Somali,Sesame,2017-02-25,156.1,33.1,30.0,0.272,31.7,2578.1,82.67,12.27,2225.1,1.62,Bega
Gambella,Teff,2017-06-13,71.7,21.6,26.6,0.58,37.2,2033.6,66.27,41.65,2649.9,0.77,Meher
Amhara,Sesame,2018-06-04,65.1,22.9,11.7,0.842,28.8,3251.8,74.96,74.0,2843.2,1.08,Meher
Benishangul-Gumuz,Sesame,2023-01-08,122.2,28.4,48.8,0.234,22.1,2211.4,38.0,13.14,1025.1,0.85,Bega
Amhara,Barley,2023-05-19,86.3,24.2,35.4,0.261,23.1,2032.5,16.42,78.78,2392.3,0.74,Belg
Oromia,Barley,2023-08-02,79.2,27.1,41.0,0.151,32.9,3807.1,14.67,37.88,2608.5,0.93,Meher
Benishangul-Gumuz,Sorghum,2018-11-06,23.3,31.3,48.0,0.893,36.8,3250.0,87.57,58.39,3065.7,1.98,Bega
Tigray,Barley,2020-11-17,158.2,22.7,29.3,0.863,19.8,2440.6,40.85,10.53,171.2,0.85,Bega
Gambella,Sorghum,2018-12-21,40.9,30.6,25.3,0.848,27.6,3413.5,92.13,94.61,3082.1,1.04,Bega
Amhara,Sesame,2024-01-12,57.2,23.5,17.7,0.113,34.9,2745.1,41.53,96.18,4649.7,0.6,Bega
Tigray,Wheat,2023-01-03,195.4,31.0,10.1,0.511,35.9,944.7,30.55,22.61,2011.7,0.75,Bega
Amhara,Teff,2024-12-06,148.0,22.2,36.8,0.129,26.2,2821.8,90.24,57.84,2922.5,1.54,Bega
Gambella,Coffee,2015-09-18,107.7,17.5,47.7,0.693,22.6,429.7,69.3,54.72,3102.4,0.85,Meher
Somali,Sorghum,2019-03-20,208.4,22.9,49.2,0.177,19.4,3059.7,40.59,85.42,3410.0,1.73,Belg
Oromia,Sorghum,2022-05-18,139.1,27.2,44.0,0.184,44.3,2449.1,9.64,13.82,3978.5,0.99,Belg
Somali,Wheat,2017-07-18,112.7,24.1,49.0,0.178,32.8,3528.5,64.98,46.75,3373.4,1.15,Meher
Somali,Teff,2018-10-27,37.9,19.6,11.8,0.329,27.0,883.8,36.37,92.38,2159.9,1.08,Meher
Oromia,Maize,2016-08-09,222.6,29.0,31.8,0.539,33.1,2598.5,82.79,45.11,1687.9,1.43,Meher
SNNPR,Teff,2023-12-18,99.5,20.8,32.2,0.153,32.6,247.1,48.91,43.47,4877.5,1.11,Bega
Somali,Teff,2016-02-03,44.5,18.8,37.0,0.596,21.4,2074.1,65.05,84.58,4108.7,1.81,Bega
Gambella,Sesame,2020-02-14,50.5,31.8,46.6,0.616,21.9,2313.6,60.73,73.82,2465.0,1.9,Bega
Tigray,Barley,2017-04-25,39.3,33.9,31.8,0.243,40.0,2248.9,28.72,49.7,367.0,1.56,Belg
Oromia,Sesame,2022-10-17,7.9,24.5,28.3,0.732,28.3,2254.2,55.5,60.55,1079.9,0.94,Meher
Oromia,Sorghum,2021-04-21,209.2,26.5,11.9,0.886,46.5,1623.5,87.33,40.52,3573.4,0.87,Belg
Tigray,Maize,2018-07-27,142.4,28.1,20.1,0.14,39.2,1136.2,68.01,17.71,4487.7,0.86,Meher
Oromia,Barley,2019-09-21,87.5,21.8,28.7,0.839,35.3,1988.3,58.96,61.96,4318.9,1.27,Meher
Tigray,Teff,2024-11-07,80.2,25.7,32.0,0.888,30.7,1632.7,85.09,85.41,2138.3,1.47,Bega
Gambella,Barley,2020-08-28,113.1,27.5,12.4,0.112,30.5,3197.0,90.06,88.88,1738.9,0.96,Meher
SNNPR,Barley,2021-11-25,64.1,27.9,31.0,0.142,31.9,3567.8,9.45,86.7,3903.4,0.53,Bega
Amhara,Maize,2017-08-14,100.6,25.6,48.7,0.277,26.0,3182.9,84.92,68.38,2218.2,0.52,Meher
Somali,Coffee,2017-07-20,120.8,20.7,12.8,0.415,29.1,2523.9,15.13,19.11,3658.7,1.36,Meher
Amhara,Barley,2017-01-28,43.6,25.1,23.1,0.813,26.4,2832.5,42.99,85.59,3065.7,1.11,Bega
Benishangul-Gumuz,Sesame,2024-09-09,211.3,21.3,13.5,0.308,39.0,2220.8,14.21,17.54,978.4,1.83,Meher
Oromia,Teff,2017-04-09,80.3,19.4,15.0,0.758,19.8,2769.1,91.76,55.34,524.3,0.98,Belg
Oromia,Wheat,2024-12-20,60.0,30.5,48.5,0.85,43.5,3955.8,66.95,61.43,4179.1,1.8,Bega
Oromia,Maize,2018-05-26,97.5,20.3,38.4,0.196,18.0,2323.7,24.77,99.22,4113.4,0.83,Belg
Oromia,Teff,2018-09-18,48.2,21.9,38.1,0.113,31.9,2770.7,23.71,17.89,4597.7,1.97,Meher
Somali,Maize,2022-02-23,132.9,25.1,48.2,0.255,25.9,1923.2,94.37,88.36,285.1,1.22,Bega
Somali,Teff,2017-01-19,70.1,22.6,42.8,0.407,37.0,1256.5,78.53,57.68,4260.2,0.58,Bega
Tigray,Sesame,2017-05-25,79.3,29.2,28.5,0.649,34.2,3767.0,92.62,73.53,4663.6,1.4,Belg
Gambella,Wheat,2024-11-13,32.2,15.6,36.5,0.635,15.5,3188.5,71.98,88.89,450.9,1.54,Bega
Tigray,Maize,2021-02-25,51.4,22.8,38.4,0.491,23.7,2567.7,60.76,43.96,152.2,0.71,Bega
Tigray,Coffee,2023-09-18,260.8,13.3,35.8,0.293,26.1,1666.9,50.19,55.1,161.4,0.96,Meher
Tigray,Maize,2022-04-03,75.0,25.8,23.5,0.359,27.9,2120.8,10.66,47.22,3195.4,1.74,Belg
SNNPR,Maize,2015-12-25,25.1,25.7,35.1,0.351,30.4,2756.7,20.07,67.01,490.6,1.75,Bega
Benishangul-Gumuz,Barley,2016-02-20,114.4,26.1,14.6,0.384,26.7,1499.9,4.13,41.12,1742.0,1.8,Bega
SNNPR,Sorghum,2022-07-06,89.7,23.8,13.8,0.216,39.0,2418.9,25.14,97.98,1605.9,1.12,Meher
Gambella,Wheat,2023-02-26,84.8,25.0,30.1,0.568,30.8,1814.4,31.92,69.85,4226.6,1.89,Bega
SNNPR,Barley,2022-04-18,104.9,26.2,42.7,0.504,36.1,2622.6,72.53,65.38,2420.4,1.27,Belg
Somali,Wheat,2018-11-20,42.3,32.9,12.2,0.249,40.0,3604.6,83.72,40.5,2070.9,1.64,Bega
Gambella,Teff,2024-04-23,111.1,20.0,33.4,0.736,33.5,2370.4,98.76,60.18,73.7,1.84,Belg
Gambella,Sesame,2021-04-09,69.6,26.6,15.0,0.628,31.1,1946.2,21.13,42.06,3274.0,1.43,Belg
Gambella,Wheat,2020-12-30,157.0,30.0,42.4,0.8,25.0,1749.8,69.25,54.7,717.2,1.55,Bega
Somali,Coffee,2016-01-27,31.3,28.0,35.2,0.537,37.2,1973.5,75.14,10.15,4470.6,0.96,Bega
Amhara,Coffee,2023-01-06,74.3,27.5,40.8,0.59,17.3,2358.4,4.66,11.06,2892.1,1.01,Bega
Somali,Sorghum,2019-10-13,101.4,23.0,10.7,0.684,26.6,1625.6,92.5,45.82,605.9,1.3,Meher
Somali,Teff,2019-01-17,122.3,23.0,44.6,0.329,33.1,1779.4,93.38,57.31,1806.1,0.52,Bega
Tigray,Teff,2018-03-08,19.0,17.3,42.3,0.12,35.8,2657.2,64.36,46.57,4680.5,1.12,Belg
Benishangul-Gumuz,Coffee,2018-01-03,35.8,36.7,32.5,0.701,15.9,3517.1,63.17,40.18,774.1,0.74,Bega
Oromia,Sorghum,2018-09-08,132.7,22.5,35.9,0.636,28.6,2313.2,5.98,43.89,3021.2,1.85,Meher
SNNPR,Barley,2016-12-23,44.8,16.7,49.8,0.808,26.8,2523.3,52.67,98.05,803.8,1.23,Bega
Tigray,Maize,2019-04-17,130.2,28.5,43.8,0.794,39.2,2805.2,77.91,81.23,2570.0,1.69,Belg
Tigray,Maize,2021-05-01,334.4,22.4,16.6,0.641,31.1,2304.4,17.8,47.11,4506.4,1.38,Belg
Somali,Maize,2021-11-21,110.3,33.1,28.8,0.449,31.3,3013.5,7.74,34.81,3280.5,1.99,Bega
Gambella,Wheat,2017-07-30,52.5,28.0,42.7,0.719,38.1,2470.4,4.22,28.49,3429.0,1.16,Meher
Gambella,Barley,2015-09-27,43.9,18.4,22.8,0.176,29.7,2859.7,49.32,82.67,123.0,1.74,Meher
SNNPR,Sorghum,2016-03-07,156.9,24.6,10.4,0.235,23.8,2909.6,1.59,17.21,836.9,1.42,Belg
Somali,Maize,2018-09-19,97.9,18.8,27.0,0.779,37.3,1181.7,51.14,31.6,280.1,0.68,Meher
Amhara,Maize,2021-07-14,46.9,19.9,22.2,0.81,25.9,4375.0,72.17,43.92,4025.8,1.22,Meher
Oromia,Coffee,2017-11-23,22.4,28.0,19.9,0.153,35.4,1306.2,63.15,64.29,4021.3,1.76,Bega
Tigray,Coffee,2024-11-19,59.6,23.4,48.8,0.733,15.8,2850.0,66.43,56.24,4096.8,0.65,Bega
Amhara,Wheat,2019-08-08,102.1,28.2,16.9,0.667,24.0,2899.9,30.57,84.82,1653.2,1.26,Meher
Amhara,Sesame,2024-11-03,129.2,22.8,47.3,0.129,35.7,3136.6,9.68,59.32,1220.9,1.13,Bega
Oromia,Maize,2022-02-16,80.3,19.6,49.9,0.607,21.0,2128.6,32.51,76.7,4611.1,1.52,Bega
Benishangul-Gumuz,Sorghum,2024-03-23,25.5,29.0,26.5,0.671,37.7,2679.4,65.56,31.71,3890.5,0.67,Belg
SNNPR,Teff,2021-09-04,18.7,22.4,13.2,0.353,35.0,2091.6,97.61,49.08,1318.2,1.97,Meher
Gambella,Barley,2023-09-10,71.9,22.1,17.2,0.676,31.5,3567.4,95.9,61.26,3028.9,1.06,Meher
Oromia,Teff,2015-03-17,51.0,23.5,43.2,0.402,26.2,3315.1,74.11,31.95,730.0,1.12,Belg
Benishangul-Gumuz,Maize,2018-09-20,56.5,22.6,16.8,0.412,27.7,3501.6,11.18,67.85,4275.7,1.82,Meher
Somali,Coffee,2019-08-24,68.6,22.0,30.1,0.463,31.3,2851.5,51.05,33.54,1067.4,0.66,Meher
Gambella,Barley,2021-06-09,18.1,32.1,32.0,0.664,19.3,2444.8,15.87,10.56,4321.9,1.64,Meher
Benishangul-Gumuz,Sorghum,2015-02-20,66.1,17.1,28.8,0.864,19.0,2712.3,80.25,51.31,1846.6,0.57,Bega
Amhara,Maize,2024-04-15,98.3,28.5,34.3,0.892,24.6,2005.9,82.85,89.53,2265.6,1.56,Belg
Amhara,Sorghum,2019-07-18,83.0,31.3,43.7,0.417,28.8,2541.3,61.01,69.08,2355.1,1.4,Meher
SNNPR,Sorghum,2022-11-09,76.1,21.3,41.2,0.197,38.0,2358.6,9.27,67.82,4127.3,0.56,Bega
SNNPR,Sorghum,2020-06-09,189.8,23.5,17.5,0.622,36.3,3823.7,26.46,57.87,847.9,0.51,Meher
SNNPR,Sorghum,2024-01-23,60.1,28.6,11.4,0.45,21.9,3644.2,83.67,74.06,3044.9,1.14,Bega
Tigray,Barley,2019-03-28,89.7,20.5,47.7,0.599,25.3,2312.9,90.2,26.56,4726.9,1.11,Belg
Tigray,Sesame,2022-10-24,72.3,23.6,22.7,0.197,36.8,3991.3,24.17,77.21,972.9,1.94,Meher
Gambella,Coffee,2021-06-10,39.2,26.2,13.1,0.163,30.8,1479.3,25.69,39.31,1045.7,0.61,Meher
Oromia,Coffee,2018-03-10,71.3,31.8,19.8,0.832,22.6,3351.1,86.08,79.19,4875.9,1.06,Belg
Oromia,Teff,2016-10-23,134.2,30.4,19.1,0.205,23.0,2648.5,20.69,18.95,1209.3,1.35,Meher
Amhara,Coffee,2023-10-21,113.1,18.9,25.7,0.364,28.8,2950.6,4.15,88.64,2048.9,0.69,Meher
Amhara,Coffee,2021-01-29,89.0,31.4,26.7,0.485,30.0,1573.8,67.79,74.05,613.5,0.54,Bega
Gambella,Coffee,2022-04-25,95.0,24.2,11.8,0.672,26.9,2742.1,61.32,31.89,1893.4,0.97,Belg
Oromia,Sorghum,2017-11-10,95.3,17.2,39.1,0.439,30.4,1946.5,37.7,78.26,3153.3,1.63,Bega
Somali,Barley,2017-03-20,71.1,27.6,16.8,0.102,27.6,2309.5,95.97,35.58,4092.3,1.67,Belg
Somali,Barley,2020-05-27,43.8,27.5,31.6,0.568,35.1,3354.8,39.22,88.92,2133.7,1.47,Belg
Oromia,Maize,2018-08-31,60.3,21.0,17.1,0.581,33.6,3222.6,17.92,91.27,1477.3,1.95,Meher
Gambella,Sorghum,2018-08-21,90.0,23.4,40.9,0.719,36.9,2912.4,10.57,53.87,684.9,0.78,Meher
Oromia,Teff,2016-02-21,146.6,29.0,15.6,0.642,43.8,3235.7,27.61,50.52,3258.0,1.47,Bega
SNNPR,Barley,2015-05-06,16.9,35.1,25.2,0.439,39.2,3906.4,85.2,22.32,879.7,1.33,Belg
Oromia,Maize,2024-10-21,177.4,20.4,17.8,0.69,34.0,2294.8,88.45,21.03,3956.5,0.79,Meher
SNNPR,Barley,2021-06-07,101.5,16.5,12.0,0.437,28.9,2105.0,87.96,82.48,3155.4,1.85,Meher
Gambella,Sesame,2015-09-22,80.3,35.5,28.3,0.72,37.4,2905.2,99.79,23.57,2601.7,1.64,Meher
SNNPR,Teff,2020-08-04,28.6,25.5,43.0,0.453,39.5,3466.8,21.38,66.29,3435.4,1.68,Meher
Amhara,Coffee,2023-02-03,77.3,28.8,10.3,0.746,23.4,3959.7,54.38,53.49,3741.1,1.6,Bega
Amhara,Coffee,2015-08-31,65.7,19.7,27.1,0.166,15.4,2957.6,94.23,24.64,529.3,0.53,Meher
Somali,Sesame,2021-03-07,95.0,32.5,28.4,0.551,41.8,1742.5,98.78,91.71,2581.4,1.76,Belg
Amhara,Barley,2017-05-03,58.7,23.0,26.8,0.45,36.2,2040.2,16.01,33.66,3751.7,0.86,Belg
Tigray,Sorghum,2021-01-12,16.0,21.6,46.7,0.471,22.8,2657.5,96.47,46.82,4369.6,0.57,Bega
Amhara,Barley,2019-02-14,137.6,23.8,32.9,0.632,35.3,1920.0,73.76,84.99,1868.3,0.96,Bega
Amhara,Barley,2018-09-25,193.2,33.6,10.2,0.365,21.0,2830.8,16.17,45.86,1919.0,0.62,Meher
Amhara,Barley,2023-10-22,109.5,17.8,40.3,0.729,22.9,1534.8,57.83,35.7,1363.7,1.09,Meher
Benishangul-Gumuz,Maize,2020-09-09,48.7,23.0,28.8,0.319,33.7,2375.4,39.37,11.17,3697.7,1.92,Meher
SNNPR,Barley,2024-07-27,84.4,33.8,14.7,0.705,31.4,1818.5,54.26,84.82,4945.4,1.86,Meher
Somali,Sorghum,2020-12-21,58.0,22.3,20.5,0.285,18.9,2632.1,56.97,98.49,880.9,1.89,Bega
Gambella,Sesame,2021-08-25,204.6,28.5,24.9,0.325,24.4,2517.1,71.8,63.86,4428.8,0.92,Meher
Gambella,Sorghum,2017-03-04,103.0,29.0,41.9,0.646,19.4,2452.3,46.19,67.71,158.3,1.57,Belg
Oromia,Teff,2016-08-11,102.3,23.6,34.7,0.18,31.7,1709.5,40.0,90.3,3883.2,0.73,Meher
SNNPR,Barley,2016-12-09,24.2,22.2,38.3,0.555,37.3,2928.0,7.45,82.67,2895.9,1.46,Bega
Amhara,Sesame,2021-09-25,149.9,20.2,11.2,0.522,29.4,2466.9,57.92,37.51,1005.2,1.96,Meher
Gambella,Wheat,2023-12-06,187.6,22.9,38.8,0.727,33.3,3190.9,36.54,13.12,3327.8,0.52,Bega
SNNPR,Barley,2018-10-07,105.8,16.6,13.3,0.898,42.1,2416.6,2.65,26.64,4410.9,0.88,Meher
Somali,Teff,2017-06-13,117.5,27.9,47.6,0.513,31.5,1598.9,6.53,20.85,3945.3,1.67,Meher
Amhara,Coffee,2021-10-25,138.7,27.1,30.3,0.23,35.0,2370.4,90.76,94.7,3347.1,1.23,Meher
SNNPR,Coffee,2024-04-12,81.0,32.9,40.6,0.524,27.0,2790.2,61.22,55.63,4544.9,1.81,Belg
Somali,Teff,2017-04-27,182.2,24.0,10.8,0.287,28.5,1544.4,4.48,62.85,4919.4,0.93,Belg
Somali,Maize,2021-01-24,48.5,25.6,28.2,0.75,13.6,2144.3,86.94,88.0,2781.8,1.58,Bega
SNNPR,Sesame,2022-02-22,207.0,21.2,11.2,0.615,31.3,3279.8,20.98,73.8,4481.4,0.51,Bega
Somali,Teff,2015-04-04,150.2,25.9,31.3,0.552,42.8,3605.7,85.0,32.27,1229.2,0.62,Belg
Benishangul-Gumuz,Barley,2015-06-16,95.2,24.0,26.3,0.292,46.1,2983.2,90.01,56.37,4381.3,1.33,Meher
Amhara,Sorghum,2017-05-01,19.0,30.2,12.7,0.38,30.7,1990.7,15.77,18.13,2191.9,1.95,Belg
Somali,Sorghum,2019-05-13,160.4,13.2,48.1,0.183,14.9,1509.7,54.34,87.07,526.3,1.9,Belg
Tigray,Sorghum,2022-01-22,155.3,30.8,49.1,0.548,30.4,1835.5,33.61,28.29,3611.9,0.57,Bega
Tigray,Wheat,2018-10-29,35.6,23.0,13.3,0.736,35.4,2667.8,23.82,70.81,4584.4,1.18,Meher
Benishangul-Gumuz,Maize,2015-04-19,42.2,36.1,27.7,0.808,21.9,1586.5,29.91,73.87,3174.6,1.04,Belg
Somali,Maize,2018-03-27,36.7,19.7,33.8,0.18,44.3,3115.1,1.56,78.28,2691.4,0.76,Belg
Somali,Maize,2018-12-03,12.7,34.7,14.9,0.298,45.1,3415.7,37.85,76.41,798.9,1.11,Bega
Gambella,Sesame,2016-03-29,23.1,23.9,25.3,0.69,41.4,2980.8,11.51,69.8,3495.7,0.76,Belg
Tigray,Coffee,2019-09-20,100.5,18.6,25.0,0.654,31.6,1408.7,16.77,79.35,1980.5,0.66,Meher
Gambella,Sesame,2017-04-05,71.8,16.6,41.0,0.675,31.1,2487.5,86.28,67.94,2422.8,0.83,Belg
Tigray,Maize,2016-03-21,134.6,26.1,15.6,0.85,35.7,2858.7,71.27,80.8,3639.8,0.55,Belg
Oromia,Barley,2016-01-29,80.6,21.5,19.9,0.247,33.1,2191.8,40.06,54.57,4181.7,1.41,Bega
Somali,Wheat,2023-09-18,153.2,20.5,47.3,0.337,35.7,3021.8,59.7,14.51,1301.3,1.36,Meher
Amhara,Sorghum,2023-11-22,44.9,20.8,47.0,0.624,17.0,2540.6,3.54,96.06,3948.0,1.59,Bega
Tigray,Coffee,2024-07-05,176.2,23.6,45.8,0.206,21.7,2475.3,68.61,61.3,3427.1,1.45,Meher
Somali,Barley,2019-02-13,233.0,35.8,49.4,0.796,32.8,3589.7,28.12,45.63,535.9,1.6,Bega
Gambella,Teff,2019-06-12,75.8,33.8,48.6,0.771,32.6,2516.3,32.34,71.31,3673.8,1.94,Meher
Amhara,Wheat,2023-10-19,18.9,21.6,20.5,0.408,31.8,2241.1,3.6,39.38,3449.0,1.02,Meher
Oromia,Barley,2015-12-15,36.3,20.7,24.4,0.232,33.1,1638.7,11.48,39.03,388.8,1.18,Bega
Tigray,Sesame,2016-03-16,44.0,21.4,45.8,0.662,30.4,3885.2,68.29,65.33,3536.6,0.94,Belg
Amhara,Barley,2015-10-25,95.7,36.3,11.3,0.692,33.3,1244.6,6.5,74.44,3967.2,0.63,Meher
Gambella,Barley,2022-11-02,14.8,21.9,43.8,0.25,38.0,1348.9,38.16,40.57,4227.9,1.39,Bega
Oromia,Sorghum,2024-11-30,116.0,24.4,13.5,0.253,29.1,2926.2,55.28,25.6,2120.4,1.88,Bega
Oromia,Barley,2021-07-26,318.1,27.5,41.9,0.611,23.1,2584.7,48.06,63.05,1503.7,1.65,Meher
Benishangul-Gumuz,Maize,2022-11-27,44.8,16.3,49.3,0.52,24.3,2815.2,69.5,13.48,1196.0,1.47,Bega
SNNPR,Barley,2022-05-09,11.3,33.4,16.1,0.306,22.5,2700.7,4.0,85.12,4927.0,1.72,Belg
Somali,Maize,2017-01-11,138.0,9.7,22.5,0.304,37.5,3345.9,42.94,32.62,4692.3,0.87,Bega
Gambella,Maize,2015-08-20,30.7,28.8,25.6,0.734,18.5,2058.2,34.54,49.97,295.6,0.69,Meher
Oromia,Sorghum,2018-09-10,247.5,27.1,47.9,0.434,23.4,2377.9,93.68,86.82,1802.5,1.82,Meher
Oromia,Sorghum,2020-03-07,221.5,25.5,42.2,0.69,22.6,3963.3,92.44,58.03,3676.5,1.8,Belg
Amhara,Coffee,2024-06-28,97.4,23.3,21.3,0.642,34.2,2384.4,29.14,81.37,3509.0,1.88,Meher
Tigray,Wheat,2018-06-10,67.8,23.4,25.4,0.526,31.1,2654.4,3.03,47.12,746.6,1.56,Meher
SNNPR,Wheat,2022-04-21,39.4,25.7,18.0,0.486,21.1,1947.4,13.67,29.57,4549.2,0.72,Belg
Somali,Maize,2017-10-14,54.5,30.0,40.6,0.188,24.0,3320.0,53.01,50.61,3510.1,0.5,Meher
Gambella,Sesame,2019-07-16,46.5,14.0,17.8,0.618,22.8,2135.7,84.12,16.98,4074.6,1.23,Meher
Amhara,Barley,2019-06-22,81.0,29.8,46.0,0.358,26.1,3287.6,30.65,49.06,4121.8,1.28,Meher
Gambella,Sorghum,2020-07-29,83.6,32.2,27.0,0.511,23.8,2586.6,31.14,97.68,273.4,0.78,Meher
Amhara,Barley,2017-10-30,16.0,16.3,25.9,0.738,29.6,2795.9,92.54,47.92,3105.7,1.39,Meher
Tigray,Coffee,2019-01-22,81.8,28.2,41.6,0.881,37.0,1395.9,77.35,80.58,4641.2,1.94,Bega
Benishangul-Gumuz,Wheat,2017-04-17,62.5,34.0,49.0,0.301,13.6,3513.8,47.36,88.17,1704.2,1.9,Belg
Benishangul-Gumuz,Maize,2022-03-22,52.5,27.7,48.6,0.353,37.0,2855.1,94.77,97.42,3381.9,0.7,Belg
Amhara,Maize,2018-01-24,80.8,26.2,18.5,0.33,19.4,1816.0,49.98,38.37,968.7,1.85,Bega
Benishangul-Gumuz,Coffee,2018-07-21,70.6,21.1,45.6,0.565,33.4,3400.7,44.48,36.71,1934.5,1.33,Meher
Somali,Wheat,2022-12-15,100.7,14.6,45.9,0.486,25.3,2554.9,43.19,18.38,2239.2,1.1,Bega
Benishangul-Gumuz,Sorghum,2015-12-31,217.6,29.3,18.5,0.327,27.5,2060.9,59.7,55.35,3679.7,0.9,Bega
Gambella,Sorghum,2019-12-09,64.1,32.7,46.9,0.605,42.9,3249.9,6.1,75.08,1073.7,1.4,Bega
Amhara,Wheat,2023-07-08,48.1,26.2,41.1,0.528,21.7,2173.6,43.53,85.64,4125.4,1.0,Meher
SNNPR,Sorghum,2019-05-25,30.5,25.5,23.9,0.406,35.2,1991.2,33.46,24.21,851.7,1.01,Belg
SNNPR,Wheat,2022-01-15,83.8,21.0,31.7,0.222,32.8,1767.8,35.5,87.96,1054.0,1.84,Bega
Somali,Wheat,2018-11-30,57.1,22.9,47.5,0.728,32.3,2838.7,14.48,22.43,3944.8,1.23,Bega
Amhara,Sorghum,2016-12-12,26.0,21.5,21.3,0.893,25.5,2402.5,8.33,16.0,3158.0,1.15,Bega
Oromia,Maize,2019-03-04,42.8,21.9,31.3,0.751,26.0,1495.5,72.95,36.16,55.2,1.89,Belg
Amhara,Coffee,2017-09-12,163.1,38.7,48.8,0.899,28.5,1138.5,71.33,40.36,555.4,1.1,Meher
Benishangul-Gumuz,Sorghum,2017-12-11,98.7,19.0,40.0,0.9,31.3,1506.8,15.85,13.62,1779.2,1.33,Bega
SNNPR,Teff,2024-06-12,184.4,32.4,33.0,0.651,39.0,1291.0,5.49,40.39,1433.1,1.6,Meher
SNNPR,Coffee,2023-08-04,57.2,25.4,44.5,0.433,31.4,1913.2,69.69,37.84,218.8,1.13,Meher
